review,label
Yassssss keep it up! Waitin for the 4th!,
Its good i liked it..,
"Superb,brilliant, best game ever",
The Creator s could make the touch sensitivity higher and that would make the game more enjoyable,request
"I like it. Challenging and great time killer.But here's the thing,it keeps on freezing Everytime I downloaded the song data/notes",complaint
Excellent,
So good,
This relaxes me after work and it's fun to win a challenge also the music is so much more nicer then the other similar piano games.,comparison
"It's not that bad,I personally think it's awesome ??",
It was an OK game,
Kk,
"Excellent, I'm in the top 250 and counting, it's fun, challenging, and addicting!",
This game make me very joyable at any time when i played,
I like this game. Coz i love music..,
This game is so for like your speed at typing with your thumbs and it is just I love it I would never delete it untill I get my new phone then I would just redownload it on that one,
I like it because I am good it,
It is a great game,
Great app!,
I ?? it.,
GOOD,
it was saying u had presed one when i diddent,
I like it but it should have a button to agree you lr song purchase with diamonds,request
Makes me sleepy,
I am like this game,
It is fun and challenging and I love the game??,
Game is good...but now I came across a different version of piano tile which is far more better than this copyright..... So instead of this piano tile...guys please try piano tile 2 by cheetah mobiles,comparison-complaint
Nice i like to play it,
Awesome It is awesome becous all the different music and all of the challenges,
Very fun,
Its cool,
it's amazing,
It is the coolest game that I had played,
Cool??????,
Awesome on kids theme I got 2994??,
A time killer and addictive with music,
It is an AMAZING game it gets you hooked and you never want to stop playing.,
Well..........it take to long to download and I luv this game it is pretty fun.??,
Love it,
I love your game,
Sooooooooooooooo gooooooooood,
If you get 3 stars you will get to do a coin tile it's totally worth it,
Bad ??,
I loved this game,
Love it,
Short and simple,
I think that it is so amazing because you can challenge people and that is really cool??,
Nice,
It's a Bretty fun game,
"I love this game.....I love music and I would love to play the piano so when I play this game it puts me on that state of mind, that I am playing the piano. I also like the music on here. This game is extra addictive",
The title is bad and it is not the real one,comparison-complaint
Great graphics,
Love it??,
That is so cool and awesome yeah !!!,
so interested and targeted game,
Overall this game is pretty fun there were a little bit of glitches in it that made it a lot more worse of a game played that I liked it to be but it was fun,complaint
Good app,
"Whatever I say. I choose luke evans , I like luke evans",
Loven,
I hate the fact that you have to download all the song data,complaint
Give us a god damn pause button,request
I loved it it was so easy,
Boiiiii,
I like this game but sometimes the controls are not right,complaint
Hi my name i s jeff,
"This is fricken awsome i almost made it to 10,000 i. My first try",
Love,
Loved it,
awesome ????,
thuis is fabulous game ?????????????????? ???????????????? ?? ??,
Tiffany since so good makes me want to delete YouTube,
Nice,
The game is very easy to play i like it,
"I like the game but, it keeps on glitching during the middle of my games, making me lose which makes me mad. And when it glitches it gives feedback. (Fyi I do know what that is I am in a band) Any case I won't be surprised if i need a new headset because of this.????",complaint
Totally cool and awesome!!! Love how catchy some songs are and how slow some songs are... It's perfect.,
I love it,
Good and nice,
Thank you for work this games,
Fun lol,
It is excellent game we can relax anywhere with this game its awsome,
Its all right,
. . . . . .. .. ..... .... . ...,
I love this game how it goes fast and faster,
Good game,
Fun This fun and chalenging,
It is the best game. But it is taking forever to download,complaint
"It is very good even for am 11 year old because that's how old I am, and it keeps my hands busy, and I love to keep my hands busy. It's just awesome.",
Dope????,
I like the game it six times it freezes and gets you out of the game,complaint
So much better than old version... Im really enjoy it ??????,
I love this game i wil recommend this game,
????? ???? ????? ????? ?? ????? ???? ???????? ????????,
It is awsome,
I hate you,
Good time killer,
Awesome,
I love this app,
Download if you like glitches ??,complaint
It is nace i love it of i CAN Do it you CAN to ????,
So bad when I clicked the black tile it showed that I clicked the white tile,complaint
addictive,
I lo e it its fun and I say you surd have it by my world,
THIS is AWESOME,
It was so addicting I loved it,
Tq very much for this amazing game,
I like this game it Is The Best! ?????????,
It was a very good game for me because I love to play this game. ???,
I love the music. It's not hard to gane levels at all.,
Its to good,
Very interesting,
????,
It is good,
Its great,
I loved the music and piano sounds.,
I love it,
Very good my friend,
Like piano tiles 2 kinda,comparison
I like it,
Very good. And fun,
Cool it is for you even make all the songs you can get best game ever,
Awesome-sause. I luv it,
I love this app it is easy to play,
I love it so much,
"Does anyone also feel that they are lip singing the song? If I don't tap the black tile for a long pause, the song just stops. I feel that after tapping the tile, the song should then play the note. That will have a better experience on users.",request-complaint
addictive game,
I like that you can play something that makes a real siund of a piano,
Awesome and addictive,
Time taker,
Yass,
I loved this app,
It's okay,
Awesome,
AWESOME,
It ok,
It's fun,
This app is amazing it gets your fingers going the songs are beautiful but the going faster part makes me tinky other wise I recommend you get this app,
Overall the game is really cool it is just that it has a little bit of lag.,complaint
I love the way you can get three different modes,
Grea no bad remarks,
I love it cause it's a talentong game,
??????s??s?????,
I have been playing this game for a couple of weeks.,
It won't donlowod for me,complaint
I love how it's fun and challenging to play I recommend you to play this gameplay,
Superb for playing piano,
Wyd,
It is a great game but I say all way have fun ??????,
So fun??????jk is boring??,
I think this a graet game.I play it evert time when I am doing nothing.BEST GAME EVER,
Nice game !,
Shailesh,
"The best game ever! Well, there's more but I really like this one",
I love this app????,
This game was so awesome I'm in the thousands on this game !!!,
It is boring but mind for mind freshmen it OK,
I like it,
Its awesome and cool for kids,
It is so much fun I love it it is like a dream come true,
Nth,
I love this game this game is soo addicting plzz download it,
Pianonistic!!!!!!!!,
"good. it,s for entertainment",
The best piano game ever,
"This game is addictive ,fun concentrative,and musically awesome.....I loved the songs of background and if anyone want to download it he/she must proceed towards it ????????????????",
This is really fun and challenging at some points,
nice timepass???,
Great,
It's so fun love it,
Good job,
Cooln??,
??????????????????????????????????????????????????????????????????????????????????????????,
Awesome cant wait for part 4,
